date,channel,revenue,orders,spend_channel_gbp,cac_proxy_channel
2024-11-03,Paid Social,4158.71,56,595.25,10.63
2024-11-04,Affiliates,1583.62,20,235.85,11.79
2024-11-04,Email,1190.05,19,341.03,17.95
2024-11-04,Organic,3550.66,43,831.86,19.35
2024-11-04,Paid Search,5966.2,81,1035.84,12.79
2024-11-04,Paid Social,3050.96,45,742.62,16.5
2024-11-05,Affiliates,1318.28,17,202.99,11.94
2024-11-05,Email,1078.63,23,354.42,15.41
2024-11-05,Organic,4083.08,65,811.95,12.49
2024-11-05,Paid Search,5496.73,83,1027.83,12.38
2024-11-05,Paid Social,5428.34,77,824.84,10.71
2024-11-06,Affiliates,1157.19,13,226.45,17.42
2024-11-06,Email,2135.33,27,329.11,12.19
2024-11-06,Organic,3783.87,55,712.56,12.96
2024-11-06,Paid Search,4041.9300000000003,51,954.11,18.71
2024-11-06,Paid Social,4135.04,60,797.1,13.28
2024-11-07,Affiliates,957.13,14,180.93,12.92
2024-11-07,Email,1838.8400000000001,23,274.4,11.93
2024-11-07,Organic,3632.96,54,732.75,13.57
2024-11-07,Paid Search,4735.56,80,1106.66,13.83
2024-11-07,Paid Social,3499.74,55,720.69,13.1
2024-11-08,Affiliates,773.76,10,215.1,21.51
2024-11-08,Email,977.76,16,286.8,17.92
2024-11-08,Organic,4524.25,54,693.11,12.84
2024-11-08,Paid Search,4900.76,75,1078.5,14.38
2024-11-08,Paid Social,3982.98,54,714.02,13.22
2024-11-09,Affiliates,1168.59,23,231.12,10.05
2024-11-09,Email,2220.36,25,316.97,12.68
2024-11-09,Organic,4620.0,75,861.76,11.49
2024-11-09,Paid Search,7734.8,113,1129.21,9.99
2024-11-09,Paid Social,3994.38,67,762.71,11.38
2024-11-10,Affiliates,491.13,9,235.16,26.13
2024-11-10,Email,2511.53,33,307.78,9.33
2024-11-10,Organic,6320.31,92,847.26,9.21
2024-11-10,Paid Search,6517.64,97,1234.57,12.73
2024-11-10,Paid Social,4563.16,65,833.42,12.82
2024-11-11,Affiliates,1034.86,13,197.81,15.22
2024-11-11,Email,2800.36,35,350.96,10.03
2024-11-11,Organic,3369.87,51,835.93,16.39
2024-11-11,Paid Search,5996.31,86,1001.84,11.65
2024-11-11,Paid Social,4934.64,71,804.02,11.32
2024-11-12,Affiliates,917.09,14,184.65,13.19
2024-11-12,Email,1304.92,19,327.61,17.24
2024-11-12,Organic,4727.55,64,783.28,12.24
2024-11-12,Paid Search,4636.22,67,959.0,14.31
2024-11-12,Paid Social,3053.25,45,723.71,16.08
2024-11-13,Affiliates,759.95,15,233.27,15.55
2024-11-13,Email,1030.71,18,277.57,15.42
2024-11-13,Organic,5045.34,63,732.3,11.62
2024-11-13,Paid Search,6041.04,90,1006.92,11.19
2024-11-13,Paid Social,3941.13,57,702.77,12.33
2024-11-14,Affiliates,1500.46,19,199.88,10.52
2024-11-14,Email,817.14,14,252.79,18.06
2024-11-14,Organic,3567.49,52,726.04,13.96
2024-11-14,Paid Search,4403.95,62,996.47,16.07
2024-11-14,Paid Social,3586.74,51,764.26,14.99
2024-11-15,Affiliates,1531.16,20,215.75,10.79
2024-11-15,Email,2202.34,24,307.44,12.81
2024-11-15,Organic,4548.3,62,676.92,10.92
2024-11-15,Paid Search,3706.7200000000003,57,852.21,14.95
2024-11-15,Paid Social,3475.12,46,644.55,14.01
2024-11-16,Affiliates,964.2,14,213.89,15.28
2024-11-16,Email,2085.6,25,301.79,12.07
2024-11-16,Organic,5366.83,90,764.74,8.5
2024-11-16,Paid Search,5579.48,91,963.98,10.59
2024-11-16,Paid Social,3286.81,48,685.63,14.28
2024-11-17,Affiliates,1893.47,23,271.84,11.82
2024-11-17,Email,1245.24,17,282.03,16.59
2024-11-17,Organic,4174.77,62,825.71,13.32
2024-11-17,Paid Search,6926.01,99,1243.66,12.56
2024-11-17,Paid Social,5605.38,72,774.74,10.76
2024-11-18,Affiliates,557.51,9,163.23,18.14
2024-11-18,Email,683.1999999999999,16,247.57,15.47
2024-11-18,Organic,4076.95,50,652.92,13.06
2024-11-18,Paid Search,6268.1,94,957.62,10.19
2024-11-18,Paid Social,3970.03,53,699.17,13.19
2024-11-19,Affiliates,1391.75,18,240.86,13.38
2024-11-19,Email,1935.08,28,296.19,10.58
2024-11-19,Organic,5509.47,74,823.48,11.13
2024-11-19,Paid Search,7069.37,106,1119.68,10.56
2024-11-19,Paid Social,5054.84,71,774.66,10.91
2024-11-20,Affiliates,1505.58,16,194.83,12.18
2024-11-20,Email,1018.1,16,283.39,17.71
2024-11-20,Organic,3313.2599999999998,49,661.25,13.49
2024-11-20,Paid Search,4904.84,69,1098.16,15.92
2024-11-20,Paid Social,3179.77,47,714.39,15.2
2024-11-21,Affiliates,603.97,13,198.67,15.28
2024-11-21,Email,2741.19,37,351.74,9.51
2024-11-21,Organic,4629.26,73,817.47,11.2
2024-11-21,Paid Search,6714.29,91,1068.25,11.74
2024-11-21,Paid Social,4178.29,67,820.73,12.25
2024-11-22,Affiliates,809.61,14,201.16,14.37
2024-11-22,Email,1329.49,21,373.57,17.79
2024-11-22,Organic,3642.34,49,811.01,16.55
2024-11-22,Paid Search,5593.51,75,993.0,13.24
2024-11-22,Paid Social,2976.54,54,814.2,15.08
2024-11-23,Affiliates,2004.43,28,276.71,9.88
2024-11-23,Email,1340.37,22,392.29,17.83
2024-11-23,Organic,5930.59,78,896.67,11.5
2024-11-23,Paid Search,7368.73,107,1110.33,10.38
2024-11-23,Paid Social,6452.38,86,826.62,9.61
2024-11-24,Affiliates,1191.06,24,231.11,9.63
2024-11-24,Email,1308.64,21,288.88,13.76
2024-11-24,Organic,6173.75,89,811.91,9.12
2024-11-24,Paid Search,6055.48,86,1036.94,12.06
2024-11-24,Paid Social,2631.74,46,672.03,14.61
2024-11-25,Affiliates,715.46,13,189.9,14.61
2024-11-25,Email,1604.06,26,289.52,11.14
2024-11-25,Organic,4550.38,66,815.63,12.36
2024-11-25,Paid Search,6750.29,92,1086.48,11.81
2024-11-25,Paid Social,3752.38,60,731.58,12.19
2024-11-26,Affiliates,1382.51,19,184.01,9.68
2024-11-26,Email,2020.05,25,384.16,15.37
2024-11-26,Organic,3100.52,54,839.35,15.54
2024-11-26,Paid Search,3885.96,65,1078.24,16.59
2024-11-26,Paid Social,2652.4300000000003,44,742.5,16.88
2024-11-27,Affiliates,1224.04,22,194.16,8.83
2024-11-27,Email,1610.26,24,245.13,10.21
2024-11-27,Organic,4411.94,69,604.33,8.76
2024-11-27,Paid Search,4797.89,74,796.07,10.76
2024-11-27,Paid Social,4275.32,65,587.34,9.04
2024-11-28,Affiliates,1771.8300000000002,26,270.98,10.42
2024-11-28,Email,1898.95,33,360.12,10.91
2024-11-28,Organic,5270.400000000001,75,955.58,12.74
2024-11-28,Paid Search,6937.05,87,1058.98,12.17
2024-11-28,Paid Social,6563.28,86,919.92,10.7
2024-11-29,Affiliates,643.0,10,214.5,21.45
2024-11-29,Email,1877.6,30,387.6,12.92
2024-11-29,Organic,5337.47,69,891.85,12.93
2024-11-29,Paid Search,6932.71,99,1328.37,13.42
2024-11-29,Paid Social,5138.48,72,940.77,13.07
2024-11-30,Affiliates,1175.5,15,215.89,14.39
2024-11-30,Email,1983.03,34,371.61,10.93
2024-11-30,Organic,5208.62,75,828.16,11.04
2024-11-30,Paid Search,7651.33,122,1206.85,9.89
2024-11-30,Paid Social,6787.47,97,916.64,9.45
2024-12-01,Affiliates,2168.13,21,244.28,11.63
2024-12-01,Email,2163.24,23,348.97,15.17
2024-12-01,Organic,6866.41,77,872.42,11.33
2024-12-01,Paid Search,9064.48,100,1148.1,11.48
2024-12-01,Paid Social,6088.69,68,875.9,12.88
2024-12-02,Affiliates,2221.06,25,225.5,9.02
2024-12-02,Email,2391.93,22,333.49,15.16
2024-12-02,Organic,6702.18,68,778.14,11.44
2024-12-02,Paid Search,8879.19,80,1095.74,13.7
2024-12-02,Paid Social,5958.47,68,743.2,10.93
2024-12-03,Affiliates,519.2,6,165.69,27.62
2024-12-03,Email,2071.37,23,259.97,11.3
2024-12-03,Organic,4920.29,55,762.77,13.87
2024-12-03,Paid Search,8829.85,98,968.46,9.88
2024-12-03,Paid Social,5640.42,62,699.92,11.29
2024-12-04,Affiliates,1757.05,21,187.61,8.93
2024-12-04,Email,3449.56,35,304.87,8.71
2024-12-04,Organic,6725.21,76,759.24,9.99
2024-12-04,Paid Search,6582.18,68,1008.42,14.83
2024-12-04,Paid Social,4638.68,44,671.3,15.26
2024-12-05,Affiliates,1941.95,21,205.07,9.77
2024-12-05,Email,3163.44,34,340.68,10.02
2024-12-05,Organic,7068.41,72,807.04,11.21
2024-12-05,Paid Search,10156.01,103,1114.64,10.82
2024-12-05,Paid Social,7800.45,92,840.12,9.13
2024-12-06,Affiliates,730.45,7,139.36,19.91
2024-12-06,Email,2754.68,29,257.68,8.89
2024-12-06,Organic,5911.89,65,631.05,9.71
2024-12-06,Paid Search,8275.58,84,880.84,10.49
2024-12-06,Paid Social,5923.15,70,720.45,10.29
2024-12-07,Affiliates,1192.04,13,167.34,12.87
2024-12-07,Email,2941.69,31,258.11,8.33
2024-12-07,Organic,9235.42,96,791.34,8.24
2024-12-07,Paid Search,8341.42,104,887.78,8.54
2024-12-07,Paid Social,8572.15,83,731.78,8.82
2024-12-08,Affiliates,793.9300000000001,14,190.25,13.59
2024-12-08,Email,2607.8,30,303.78,10.13
2024-12-08,Organic,6346.71,70,708.83,10.13
2024-12-08,Paid Search,7657.1,94,1086.26,11.56
2024-12-08,Paid Social,7090.08,82,779.41,9.5
2024-12-09,Affiliates,1646.08,19,233.58,12.29
2024-12-09,Email,2598.44,29,380.76,13.13
2024-12-09,Organic,5904.71,60,787.12,13.12
2024-12-09,Paid Search,8598.88,86,1065.5,12.39
2024-12-09,Paid Social,6276.96,68,732.73,10.78
2024-12-10,Affiliates,1881.39,16,194.69,12.17
2024-12-10,Email,2336.01,21,250.69,11.94
2024-12-10,Organic,5483.0,60,666.73,11.11
2024-12-10,Paid Search,8698.8,89,946.76,10.64
2024-12-10,Paid Social,5943.24,62,608.06,9.81
2024-12-11,Affiliates,1622.38,19,213.94,11.26
2024-12-11,Email,2229.27,23,283.33,12.32
2024-12-11,Organic,5603.52,67,734.34,10.96
2024-12-11,Paid Search,7890.03,82,936.72,11.42
2024-12-11,Paid Social,5881.96,64,722.78,11.29
2024-12-12,Affiliates,1701.43,19,190.62,10.03
2024-12-12,Email,2281.95,23,305.0,13.26
2024-12-12,Organic,6465.39,65,812.35,12.5
2024-12-12,Paid Search,8006.77,84,935.52,11.14
2024-12-12,Paid Social,4942.46,51,689.18,13.51
2024-12-13,Affiliates,2011.81,21,193.57,9.22
2024-12-13,Email,1884.8,21,230.19,10.96
2024-12-13,Organic,6250.03,71,651.35,9.17
2024-12-13,Paid Search,8385.26,91,910.32,10.0
2024-12-13,Paid Social,5803.18,52,630.42,12.12
2024-12-14,Affiliates,2077.88,21,188.29,8.97
2024-12-14,Email,2312.61,25,225.95,9.04
2024-12-14,Organic,6045.65,67,546.05,8.15
2024-12-14,Paid Search,9992.59,99,823.79,8.32
2024-12-14,Paid Social,5198.79,60,569.59,9.49
2024-12-15,Affiliates,1589.12,16,159.51,9.97
2024-12-15,Email,3200.5,33,290.53,8.8
2024-12-15,Organic,7671.85,81,760.5,9.39
2024-12-15,Paid Search,10485.04,112,991.22,8.85
2024-12-15,Paid Social,6617.91,71,646.57,9.11
2024-12-16,Affiliates,1835.63,19,275.52,14.5
2024-12-16,Email,1803.52,18,275.52,15.31
2024-12-16,Organic,7558.91,76,780.63,10.27
2024-12-16,Paid Search,7481.71,84,1034.72,12.32
2024-12-16,Paid Social,3858.78,42,694.92,16.55
2024-12-17,Affiliates,2101.35,23,210.39,9.15
2024-12-17,Email,1649.1599999999999,18,298.31,16.57
2024-12-17,Organic,7059.89,76,750.5,9.88
2024-12-17,Paid Search,9444.35,103,1124.17,10.91
2024-12-17,Paid Social,5745.66,61,756.78,12.41
2024-12-18,Affiliates,1156.23,12,194.87,16.24
2024-12-18,Email,3241.82,35,367.73,10.51
2024-12-18,Organic,6376.69,64,766.9,11.98
2024-12-18,Paid Search,6673.650000000001,72,1071.77,14.89
2024-12-18,Paid Social,5601.82,62,741.76,11.96
2024-12-19,Affiliates,1222.1,16,191.0,11.94
2024-12-19,Email,2875.54,31,324.7,10.47
2024-12-19,Organic,6769.0599999999995,70,811.75,11.6
2024-12-19,Paid Search,8265.59,90,1066.42,11.85
2024-12-19,Paid Social,6425.05,72,789.47,10.96
2024-12-20,Affiliates,1366.79,15,200.81,13.39
2024-12-20,Email,2465.89,28,286.08,10.22
2024-12-20,Organic,4638.06,53,676.69,12.77
2024-12-20,Paid Search,8230.94,79,929.76,11.77
2024-12-20,Paid Social,3909.56,47,657.43,13.99
2024-12-21,Affiliates,1964.5,21,183.54,8.74
2024-12-21,Email,1812.83,23,285.51,12.41
2024-12-21,Organic,6491.04,69,742.91,10.77
2024-12-21,Paid Search,10161.79,94,961.42,10.23
2024-12-21,Paid Social,6167.57,67,740.0,11.04
2024-12-22,Affiliates,1795.89,22,247.08,11.23
2024-12-22,Email,2462.42,24,313.85,13.08
2024-12-22,Organic,7378.99,84,871.45,10.37
2024-12-22,Paid Search,9611.58,101,1025.03,10.15
2024-12-22,Paid Social,7830.26,82,881.46,10.75
2024-12-23,Affiliates,1095.15,14,211.4,15.1
2024-12-23,Email,2390.84,28,318.55,11.38
2024-12-23,Organic,6836.67,67,834.02,12.45
2024-12-23,Paid Search,8745.89,92,839.81,9.13
2024-12-23,Paid Social,5791.08,57,692.12,12.14
2024-12-24,Affiliates,2868.27,31,292.59,9.44
2024-12-24,Email,2771.7,31,289.3,9.33
2024-12-24,Organic,9116.04,92,936.93,10.18
2024-12-24,Paid Search,7249.01,89,999.39,11.23
2024-12-24,Paid Social,6243.15,67,769.27,11.48
2024-12-25,Affiliates,1352.24,15,223.45,14.9
2024-12-25,Email,1968.57,19,266.9,14.05
2024-12-25,Organic,4875.5199999999995,51,769.66,15.09
2024-12-25,Paid Search,9068.960000000001,92,1039.67,11.3
2024-12-25,Paid Social,6136.37,57,803.8,14.1
2024-12-26,Affiliates,1926.99,23,229.1,9.96
2024-12-26,Email,3481.35,37,348.77,9.43
2024-12-26,Organic,8894.64,94,868.51,9.24
2024-12-26,Paid Search,8871.5,101,1183.09,11.71
2024-12-26,Paid Social,7377.36,79,789.87,10.0
2024-12-27,Affiliates,1676.93,19,241.41,12.71
2024-12-27,Email,3087.6800000000003,27,300.36,11.12
2024-12-27,Organic,6755.03,74,684.92,9.26
2024-12-27,Paid Search,7094.53,82,898.26,10.95
2024-12-27,Paid Social,5052.82,65,682.12,10.49
2024-12-28,Affiliates,1670.02,17,239.94,14.11
2024-12-28,Email,2066.2200000000003,22,365.29,16.6
2024-12-28,Organic,7909.4,91,927.54,10.19
2024-12-28,Paid Search,7259.8,85,1174.65,13.82
2024-12-28,Paid Social,7149.32,84,873.82,10.4
2024-12-29,Affiliates,997.78,12,258.7,21.56
2024-12-29,Email,3647.2599999999998,33,462.53,14.02
2024-12-29,Organic,8524.92,78,909.38,11.66
2024-12-29,Paid Search,8931.15,92,1277.84,13.89
2024-12-29,Paid Social,7399.25,74,1011.29,13.67
2024-12-30,Affiliates,2308.26,24,230.14,9.59
2024-12-30,Email,3005.23,27,298.88,11.07
2024-12-30,Organic,5610.92,61,774.1,12.69
2024-12-30,Paid Search,8809.87,100,929.52,9.3
2024-12-30,Paid Social,5845.9,62,756.17,12.2
2024-12-31,Affiliates,2688.56,25,220.13,8.81
2024-12-31,Email,2890.85,35,305.04,8.72
2024-12-31,Organic,5383.03,60,795.62,13.26
2024-12-31,Paid Search,6750.78,72,1066.07,14.81
2024-12-31,Paid Social,6984.46,70,757.89,10.83
2025-01-01,Affiliates,268.82,3,118.88,39.63
2025-01-01,Email,973.32,14,178.32,12.74
2025-01-01,Organic,2625.23,33,410.99,12.45
2025-01-01,Paid Search,3229.73,47,602.9,12.83
2025-01-01,Paid Social,2037.35,25,387.22,15.49
2025-01-02,Affiliates,389.62,9,154.24,17.14
2025-01-02,Email,860.57,11,231.36,21.03
2025-01-02,Organic,3769.31,50,584.23,11.68
2025-01-02,Paid Search,5098.18,68,775.86,11.41
2025-01-02,Paid Social,2063.7,39,591.24,15.16
2025-01-03,Affiliates,1315.25,16,166.92,10.43
2025-01-03,Email,1172.01,15,232.24,15.48
2025-01-03,Organic,3750.9700000000003,44,609.63,13.86
2025-01-03,Paid Search,4351.65,62,803.16,12.95
2025-01-03,Paid Social,3519.11,48,607.21,12.65
2025-01-04,Affiliates,1686.8,20,150.96,7.55
2025-01-04,Email,1558.76,22,183.17,8.33
2025-01-04,Organic,4081.75,52,539.45,10.37
2025-01-04,Paid Search,3761.0099999999998,54,654.18,12.11
2025-01-04,Paid Social,3113.28,42,485.1,11.55
2025-01-05,Affiliates,412.81,6,188.9,31.48
2025-01-05,Email,629.68,10,208.02,20.8
2025-01-05,Organic,2343.12,40,576.25,14.41
2025-01-05,Paid Search,3483.04,50,817.75,16.36
2025-01-05,Paid Social,1865.98,31,600.16,19.36
2025-01-06,Affiliates,729.65,6,148.55,24.76
2025-01-06,Email,1071.43,15,195.24,13.02
2025-01-06,Organic,2856.76,42,570.86,13.59
2025-01-06,Paid Search,4988.72,60,713.05,11.88
2025-01-06,Paid Social,2835.51,38,494.47,13.01
2025-01-07,Affiliates,1040.73,11,157.74,14.34
2025-01-07,Email,752.87,13,168.54,12.96
2025-01-07,Organic,2425.83,42,559.64,13.32
2025-01-07,Paid Search,5003.72,66,805.97,12.21
2025-01-07,Paid Social,2548.91,40,468.89,11.72
2025-01-08,Affiliates,759.4000000000001,10,193.89,19.39
2025-01-08,Email,557.81,6,228.51,38.08
2025-01-08,Organic,2548.74,39,590.9,15.15
2025-01-08,Paid Search,1915.42,28,685.54,24.48
2025-01-08,Paid Social,2470.47,38,609.37,16.04
2025-01-09,Affiliates,550.88,9,154.39,17.15
2025-01-09,Email,922.0600000000001,15,224.97,15.0
2025-01-09,Organic,2808.51,36,546.99,15.19
2025-01-09,Paid Search,4359.72,59,760.94,12.9
2025-01-09,Paid Social,2522.88,37,518.32,14.01
2025-01-10,Affiliates,903.75,19,165.93,8.73
2025-01-10,Email,1139.33,13,203.46,15.65
2025-01-10,Organic,3457.84,44,501.74,11.4
2025-01-10,Paid Search,4494.88,65,669.64,10.3
2025-01-10,Paid Social,3163.66,38,434.58,11.44
2025-01-11,Affiliates,1239.15,12,148.65,12.39
2025-01-11,Email,1319.23,17,262.62,15.45
2025-01-11,Organic,4025.57,54,678.85,12.57
2025-01-11,Paid Search,3742.29,52,834.94,16.06
2025-01-11,Paid Social,2676.53,30,552.5,18.42
2025-01-12,Affiliates,1394.63,13,180.25,13.87
2025-01-12,Email,1737.09,29,280.68,9.68
2025-01-12,Organic,2863.09,39,651.49,16.7
2025-01-12,Paid Search,3786.41,53,893.55,16.86
2025-01-12,Paid Social,2217.92,38,569.09,14.98
2025-01-13,Affiliates,935.13,10,131.76,13.18
2025-01-13,Email,920.86,15,159.21,10.61
2025-01-13,Organic,2552.76,42,459.34,10.94
2025-01-13,Paid Search,2944.39,50,627.7,12.55
2025-01-13,Paid Social,3596.51,44,452.02,10.27
2025-01-14,Affiliates,855.1700000000001,17,149.73,8.81
2025-01-14,Email,1628.13,21,188.17,8.96
2025-01-14,Organic,1999.04,27,499.77,18.51
2025-01-14,Paid Search,2603.04,37,716.27,19.36
2025-01-14,Paid Social,913.32,20,469.42,23.47
2025-01-15,Affiliates,167.22,2,98.35,49.18
2025-01-15,Email,264.27,6,136.28,22.71
2025-01-15,Organic,2091.93,32,375.12,11.72
2025-01-15,Paid Search,3869.29,43,453.8,10.55
2025-01-15,Paid Social,2743.26,44,341.41,7.76
2025-01-16,Affiliates,933.21,10,162.66,16.27
2025-01-16,Email,1110.13,15,220.6,14.71
2025-01-16,Organic,3617.2799999999997,41,514.73,12.55
2025-01-16,Paid Search,4735.16,63,813.31,12.91
2025-01-16,Paid Social,2637.23,46,516.96,11.24
2025-01-17,Affiliates,1349.11,19,181.45,9.55
2025-01-17,Email,1334.25,19,232.95,12.26
2025-01-17,Organic,2575.76,38,605.67,15.94
2025-01-17,Paid Search,4695.72,63,841.07,13.35
2025-01-17,Paid Social,2505.74,40,590.95,14.77
2025-01-18,Affiliates,1410.23,21,176.05,8.38
2025-01-18,Email,1786.73,27,234.74,8.69
2025-01-18,Organic,3369.1,44,505.1,11.48
2025-01-18,Paid Search,4388.27,61,706.31,11.58
2025-01-18,Paid Social,3505.2400000000002,43,473.67,11.02
2025-01-19,Affiliates,536.63,8,140.66,17.58
2025-01-19,Email,837.61,14,194.24,13.87
2025-01-19,Organic,3580.67,49,605.04,12.35
2025-01-19,Paid Search,4805.94,74,703.28,9.5
2025-01-19,Paid Social,3805.82,53,589.41,11.12
2025-01-20,Affiliates,1070.76,15,151.86,10.12
2025-01-20,Email,1035.65,13,192.75,14.83
2025-01-20,Organic,2061.83,32,447.79,13.99
2025-01-20,Paid Search,4826.25,66,685.32,10.38
2025-01-20,Paid Social,3163.52,42,469.21,11.17
2025-01-21,Affiliates,1065.72,14,153.06,10.93
2025-01-21,Email,940.71,17,200.3,11.78
2025-01-21,Organic,1312.96,21,444.07,21.15
2025-01-21,Paid Search,4364.31,60,629.25,10.49
2025-01-21,Paid Social,2299.01,33,462.96,14.03
2025-01-22,Affiliates,525.96,10,141.05,14.1
2025-01-22,Email,684.3,6,216.84,36.14
2025-01-22,Organic,2594.31,42,591.58,14.09
2025-01-22,Paid Search,3196.99,46,652.63,14.19
2025-01-22,Paid Social,2399.23,35,503.16,14.38
2025-01-23,Affiliates,944.44,10,103.22,10.32
2025-01-23,Email,852.31,12,164.45,13.7
2025-01-23,Organic,2368.78,30,428.63,14.29
2025-01-23,Paid Search,4187.54,51,600.09,11.77
2025-01-23,Paid Social,4409.73,51,453.13,8.88
2025-01-24,Affiliates,1004.54,11,126.21,11.47
2025-01-24,Email,840.41,12,215.52,17.96
2025-01-24,Organic,3043.22,39,506.77,12.99
2025-01-24,Paid Search,3135.83,49,623.27,12.72
2025-01-24,Paid Social,2011.37,31,469.88,15.16
2025-01-25,Affiliates,597.94,8,108.42,13.55
2025-01-25,Email,961.16,11,196.28,17.84
2025-01-25,Organic,3682.0299999999997,48,489.76,10.2
2025-01-25,Paid Search,3434.74,45,644.92,14.33
2025-01-25,Paid Social,2285.04,30,429.95,14.33
2025-01-26,Affiliates,1295.92,14,157.88,11.28
2025-01-26,Email,1181.75,20,234.43,11.72
2025-01-26,Organic,3625.57,45,629.12,13.98
2025-01-26,Paid Search,4097.47,55,825.27,15.0
2025-01-26,Paid Social,3300.93,42,545.4,12.99
2025-01-27,Affiliates,817.49,13,124.36,9.57
2025-01-27,Email,528.8199999999999,7,179.16,25.59
2025-01-27,Organic,1853.6399999999999,32,556.44,17.39
2025-01-27,Paid Search,5490.19,56,725.06,12.95
2025-01-27,Paid Social,2465.74,34,522.72,15.37
2025-01-28,Affiliates,804.51,10,112.38,11.24
2025-01-28,Email,1642.6100000000001,19,196.67,10.35
2025-01-28,Organic,3092.41,45,455.16,10.11
2025-01-28,Paid Search,4771.25,61,631.22,10.35
2025-01-28,Paid Social,2714.72,42,477.63,11.37
2025-01-29,Affiliates,1026.4,19,169.07,8.9
2025-01-29,Email,1117.72,14,209.81,14.99
2025-01-29,Organic,3407.7400000000002,42,531.65,12.66
2025-01-29,Paid Search,4104.37,58,688.5,11.87
2025-01-29,Paid Social,2359.54,37,437.95,11.84
2025-01-30,Affiliates,1012.3299999999999,12,138.22,11.52
2025-01-30,Email,1795.14,20,227.77,11.39
2025-01-30,Organic,2406.06,36,453.59,12.6
2025-01-30,Paid Search,3522.03,50,644.37,12.89
2025-01-30,Paid Social,3084.7,38,482.79,12.7
2025-01-31,Affiliates,768.36,5,179.4,35.88
2025-01-31,Email,1884.77,21,240.01,11.43
2025-01-31,Organic,1954.94,35,635.18,18.15
2025-01-31,Paid Search,4012.83,55,768.52,13.97
2025-01-31,Paid Social,1414.87,26,601.24,23.12
2025-02-01,Affiliates,1017.66,16,148.85,9.3
2025-02-01,Email,938.66,15,191.06,12.74
2025-02-01,Organic,4478.36,67,568.74,8.49
2025-02-01,Paid Search,6883.11,93,802.02,8.62
2025-02-01,Paid Social,3909.52,53,510.98,9.64
2025-02-02,Affiliates,1790.93,20,187.08,9.35
2025-02-02,Email,1858.49,28,270.22,9.65
2025-02-02,Organic,3937.71,56,688.54,12.3
2025-02-02,Paid Search,5044.4,76,813.26,10.7
2025-02-02,Paid Social,4271.43,54,639.17,11.84
2025-02-03,Affiliates,178.4,4,144.54,36.14
2025-02-03,Email,1650.68,25,214.85,8.59
2025-02-03,Organic,2426.51,45,478.53,10.63
2025-02-03,Paid Search,5165.54,66,677.75,10.27
2025-02-03,Paid Social,2305.02,38,437.51,11.51
2025-02-04,Affiliates,824.9200000000001,10,176.43,17.64
2025-02-04,Email,1151.24,13,241.04,18.54
2025-02-04,Organic,2062.2599999999998,29,641.12,22.11
2025-02-04,Paid Search,3391.2,50,849.86,17.0
2025-02-04,Paid Social,2981.53,38,576.52,15.17
2025-02-05,Affiliates,593.8,6,153.78,25.63
2025-02-05,Email,670.3000000000001,12,215.3,17.94
2025-02-05,Organic,3048.45,43,681.77,15.86
2025-02-05,Paid Search,2837.43,44,858.63,19.51
2025-02-05,Paid Social,2864.92,43,653.58,15.2
2025-02-06,Affiliates,1002.5,12,190.89,15.91
2025-02-06,Email,1415.22,14,260.54,18.61
2025-02-06,Organic,2627.29,38,567.51,14.93
2025-02-06,Paid Search,5027.19,69,946.71,13.72
2025-02-06,Paid Social,3010.71,37,613.94,16.59
2025-02-07,Affiliates,643.1,12,143.89,11.99
2025-02-07,Email,1504.13,21,290.49,13.83
2025-02-07,Organic,4719.9,58,684.14,11.8
2025-02-07,Paid Search,5562.21,85,942.06,11.08
2025-02-07,Paid Social,3618.62,48,654.28,13.63
2025-02-08,Affiliates,913.64,10,230.49,23.05
2025-02-08,Email,801.49,14,183.4,13.1
2025-02-08,Organic,3548.0,48,688.98,14.35
2025-02-08,Paid Search,4345.92,53,827.77,15.62
2025-02-08,Paid Social,2728.34,39,547.72,14.04
2025-02-09,Affiliates,928.0,12,151.7,12.64
2025-02-09,Email,1915.1200000000001,26,334.3,12.86
2025-02-09,Organic,4202.88,57,707.94,12.42
2025-02-09,Paid Search,4412.97,67,918.63,13.71
2025-02-09,Paid Social,4426.95,71,696.7,9.81
2025-02-10,Affiliates,1320.52,16,207.63,12.98
2025-02-10,Email,2219.73,27,263.0,9.74
2025-02-10,Organic,3978.27,60,633.98,10.57
2025-02-10,Paid Search,3406.33,53,985.57,18.6
2025-02-10,Paid Social,3318.85,46,678.27,14.74
2025-02-11,Affiliates,633.12,9,113.86,12.65
2025-02-11,Email,1241.41,15,193.38,12.89
2025-02-11,Organic,3603.85,47,475.31,10.11
2025-02-11,Paid Search,3903.14,57,605.44,10.62
2025-02-11,Paid Social,3267.29,41,419.29,10.23
2025-02-12,Affiliates,1197.62,16,139.22,8.7
2025-02-12,Email,1455.97,21,200.88,9.57
2025-02-12,Organic,3231.67,40,445.51,11.14
2025-02-12,Paid Search,4347.49,70,739.86,10.57
2025-02-12,Paid Social,3029.85,48,463.41,9.65
2025-02-13,Affiliates,308.7,5,107.3,21.46
2025-02-13,Email,590.77,9,184.42,20.49
2025-02-13,Organic,2322.9,32,399.01,12.47
2025-02-13,Paid Search,3537.2200000000003,49,580.07,11.84
2025-02-13,Paid Social,2328.74,30,405.71,13.52
2025-02-14,Affiliates,1287.5900000000001,19,138.86,7.31
2025-02-14,Email,1400.9,18,282.85,15.71
